le_index,we_index,length_class,numbers_length,length_unit,comments
3774,773,30.5,8,cm below,
3775,773,31.5,10,cm below,
3776,773,32.5,4,cm below,
3777,773,33.5,5,cm below,
3778,773,34.5,1,cm below,
3779,773,35.5,4,cm below,
3780,773,36.5,1,cm below,
3781,773,37.5,1,cm below,
3782,773,38.5,1,cm below,
3783,773,39.5,1,cm below,
3784,773,40.5,1,cm below,
3785,773,41.5,1,cm below,
3786,773,42.5,1,cm below,
3787,774,30.5,1,cm below,
3788,853,14.5,1,cm below,
3789,854,24.5,1,cm below,
3790,855,21.5,1,cm below,
3791,856,19.5,1,cm below,
3792,856,21.5,1,cm below,
3793,856,22.5,1,cm below,
3794,856,23.5,1,cm below,
3795,856,24.5,6,cm below,
3796,857,24.5,2,cm below,
3797,858,22.5,1,cm below,
3798,858,25.5,1,cm below,
3799,858,26.5,1,cm below,
3800,858,27.5,1,cm below,
3801,859,28.5,1,cm below,
3802,859,29.5,1,cm below,
3803,859,31.5,1,cm below,
3804,860,25.5,1,cm below,
3805,860,28.5,1,cm below,
3806,770,26.5,1,cm below,
3807,770,27.5,1,cm below,
3808,770,28.5,2,cm below,
3809,770,29.5,1,cm below,
3810,770,30.5,1,cm below,
3811,772,25.5,4,cm below,
3812,772,26.5,15,cm below,
3813,772,27.5,16,cm below,
3814,772,28.5,17,cm below,
3815,772,29.5,11,cm below,
3816,772,30.5,15,cm below,
3817,772,31.5,5,cm below,
3818,772,32.5,11,cm below,
3819,772,33.5,4,cm below,
3820,772,34.5,2,cm below,
3821,772,35.5,5,cm below,
3822,772,37.5,1,cm below,
3823,772,38.5,1,cm below,
3824,773,26.5,2,cm below,
3825,773,27.5,7,cm below,
3826,773,28.5,14,cm below,
3827,773,29.5,16,cm below,
3828,773,30.5,8,cm below,
3829,773,31.5,10,cm below,
3830,773,32.5,4,cm below,
3831,773,33.5,5,cm below,
3832,773,34.5,1,cm below,
3833,773,35.5,4,cm below,
3834,773,36.5,1,cm below,
3835,773,37.5,1,cm below,
3836,773,38.5,1,cm below,
3837,773,39.5,1,cm below,
3838,773,40.5,1,cm below,
3839,773,41.5,1,cm below,
3840,773,42.5,1,cm below,
3841,774,30.5,1,cm below,
3842,853,14.5,1,cm below,
3843,854,24.5,1,cm below,
3844,855,21.5,1,cm below,
3845,856,19.5,1,cm below,
3846,856,21.5,1,cm below,
3847,856,22.5,1,cm below,
3848,856,23.5,1,cm below,
3849,856,24.5,6,cm below,
3850,857,24.5,2,cm below,
3851,858,22.5,1,cm below,
3852,858,25.5,1,cm below,
3853,858,26.5,1,cm below,
3854,858,27.5,1,cm below,
3855,859,28.5,1,cm below,
3856,859,29.5,1,cm below,
3857,859,31.5,1,cm below,
3858,860,25.5,1,cm below,
3859,860,28.5,1,cm below,
3860,779,25.5,7,cm below,
3861,779,26.5,38,cm below,
3862,779,27.5,30,cm below,
3863,779,28.5,34,cm below,
3864,779,29.5,25,cm below,
3865,779,30.5,29,cm below,
3866,779,31.5,11,cm below,
3867,779,32.5,5,cm below,
3868,779,33.5,2,cm below,
3869,779,34.5,1,cm below,
3870,781,25.5,6,cm below,
3871,781,26.5,9,cm below,
3872,781,27.5,17,cm below,
3873,781,28.5,15,cm below,
3874,781,29.5,9,cm below,
3875,781,30.5,6,cm below,
3876,781,31.5,11,cm below,
3877,781,32.5,4,cm below,
3878,781,33.5,3,cm below,
3879,781,34.5,1,cm below,
3880,781,35.5,1,cm below,
3881,781,38.5,1,cm below,
3882,782,26.5,4,cm below,
3883,782,27.5,4,cm below,
3884,782,28.5,8,cm below,
3885,782,29.5,5,cm below,
3886,782,30.5,8,cm below,
3887,782,31.5,10,cm below,
3888,782,32.5,8,cm below,
3889,782,33.5,2,cm below,
3890,782,35.5,1,cm below,
3891,782,37.5,1,cm below,
3892,782,39.5,1,cm below,
3893,783,30.5,3,cm below,
3894,783,31.5,1,cm below,
3895,783,32.5,1,cm below,
3896,783,33.5,2,cm below,
3897,783,34.5,1,cm below,
3898,783,36.5,1,cm below,
3899,783,37.5,1,cm below,
3900,783,38.5,1,cm below,
3901,783,39.5,1,cm below,
3902,785,36.5,1,cm below,
3903,861,15.5,1,cm below,
3904,861,17.5,1,cm below,
3905,862,9.5,3,cm below,
3906,862,10.5,1,cm below,
3907,862,11.5,10,cm below,
3908,862,12.5,9,cm below,
3909,862,13.5,7,cm below,
3910,862,14.5,4,cm below,
3911,862,15.5,2,cm below,
3912,862,33.5,1,cm below,
3913,863,23.5,1,cm below,
3914,863,24.5,8,cm below,
3915,864,14.5,1,cm below,
3916,864,17.5,1,cm below,
3917,864,18.5,1,cm below,
3918,864,22.5,1,cm below,
3919,864,23.5,1,cm below,
3920,864,24.5,1,cm below,
3921,864,25.5,1,cm below,
3922,865,19.5,1,cm below,
3923,865,21.5,1,cm below,
3924,865,22.5,1,cm below,
3925,865,23.5,3,cm below,
3926,865,24.5,5,cm below,
3927,866,23.5,1,cm below,
3928,866,24.5,1,cm below,
3929,867,19.5,1,cm below,
3930,867,20.5,2,cm below,
3931,867,21.5,5,cm below,
3932,867,22.5,7,cm below,
3933,867,23.5,6,cm below,
3934,867,24.5,9,cm below,
3935,867,25.5,6,cm below,
3936,867,26.5,7,cm below,
3937,867,27.5,13,cm below,
3938,867,28.5,5,cm below,
3939,867,29.5,1,cm below,
3940,868,37.5,1,cm below,
3941,869,23.5,1,cm below,
3942,869,25.5,2,cm below,
3943,869,26.5,1,cm below,
3944,869,27.5,1,cm below,
3945,795,27.5,2,cm below,
3946,798,25.5,32,cm below,
3947,798,26.5,37,cm below,
3948,798,27.5,31,cm below,
3949,798,28.5,18,cm below,
3950,798,29.5,16,cm below,
3951,798,30.5,7,cm below,
3952,798,31.5,2,cm below,
3953,798,32.5,5,cm below,
3954,798,33.5,1,cm below,
3955,799,26.5,12,cm below,
3956,799,27.5,14,cm below,
3957,799,28.5,17,cm below,
3958,799,29.5,10,cm below,
3959,799,30.5,10,cm below,
3960,799,31.5,14,cm below,
3961,799,32.5,6,cm below,
3962,799,33.5,7,cm below,
3963,799,34.5,9,cm below,
3964,799,35.5,3,cm below,
3965,799,36.5,3,cm below,
3966,799,37.5,1,cm below,
3967,799,38.5,2,cm below,
3968,799,39.5,1,cm below,
3969,800,30.5,1,cm below,
3970,800,31.5,1,cm below,
3971,800,35.5,1,cm below,
3972,878,12.5,1,cm below,
3973,878,22.5,1,cm below,
3974,878,27.5,3,cm below,
3975,878,28.5,1,cm below,
3976,878,29.5,1,cm below,
3977,878,30.5,1,cm below,
3978,878,34.5,2,cm below,
3979,879,16.5,1,cm below,
3980,879,22.5,1,cm below,
3981,880,21.5,1,cm below,
3982,880,22.5,4,cm below,
3983,880,23.5,4,cm below,
3984,880,24.5,2,cm below,
3985,880,25.5,8,cm below,
3986,880,26.5,4,cm below,
3987,880,27.5,1,cm below,
3988,880,28.5,13,cm below,
3989,880,29.5,8,cm below,
3990,880,30.5,9,cm below,
3991,880,31.5,19,cm below,
3992,880,32.5,16,cm below,
3993,880,33.5,12,cm below,
3994,880,34.5,12,cm below,
3995,881,22.5,2,cm below,
3996,882,18.5,1,cm below,
3997,882,20.5,1,cm below,
3998,882,21.5,5,cm below,
3999,882,22.5,10,cm below,
4000,882,23.5,19,cm below,
4001,882,24.5,36,cm below,
4002,883,21.5,2,cm below,
4003,883,22.5,4,cm below,
4004,883,23.5,6,cm below,
4005,883,24.5,5,cm below,
4006,884,20.5,1,cm below,
4007,884,21.5,1,cm below,
4008,884,22.5,3,cm below,
4009,884,23.5,2,cm below,
4010,884,24.5,1,cm below,
4011,884,25.5,1,cm below,
4012,884,26.5,4,cm below,
4013,884,28.5,1,cm below,
4014,885,29.5,1,cm below,
4015,885,30.5,1,cm below,
4016,795,27.5,2,cm below,
4017,798,25.5,32,cm below,
4018,798,26.5,37,cm below,
4019,798,27.5,31,cm below,
4020,798,28.5,18,cm below,
4021,798,29.5,16,cm below,
4022,798,30.5,7,cm below,
4023,798,31.5,2,cm below,
4024,798,32.5,5,cm below,
4025,798,33.5,1,cm below,
4026,799,26.5,12,cm below,
4027,799,27.5,14,cm below,
4028,799,28.5,17,cm below,
4029,799,29.5,10,cm below,
4030,799,30.5,10,cm below,
4031,799,31.5,14,cm below,
4032,799,32.5,6,cm below,
4033,799,33.5,7,cm below,
4034,799,34.5,9,cm below,
4035,799,35.5,3,cm below,
4036,799,36.5,3,cm below,
4037,799,37.5,1,cm below,
4038,799,38.5,2,cm below,
4039,799,39.5,1,cm below,
4040,800,30.5,1,cm below,
4041,800,31.5,1,cm below,
4042,800,35.5,1,cm below,
4043,878,12.5,1,cm below,
4044,878,22.5,1,cm below,
4045,878,27.5,3,cm below,
4046,878,28.5,1,cm below,
4047,878,29.5,1,cm below,
4048,878,30.5,1,cm below,
4049,878,34.5,2,cm below,
4050,879,16.5,1,cm below,
4051,879,22.5,1,cm below,
4052,880,21.5,1,cm below,
4053,880,22.5,4,cm below,
4054,880,23.5,4,cm below,
4055,880,24.5,2,cm below,
4056,880,25.5,8,cm below,
4057,880,26.5,4,cm below,
4058,880,27.5,1,cm below,
4059,880,28.5,13,cm below,
4060,880,29.5,8,cm below,
4061,880,30.5,9,cm below,
4062,880,31.5,19,cm below,
4063,880,32.5,16,cm below,
4064,880,33.5,12,cm below,
4065,880,34.5,12,cm below,
4066,881,22.5,2,cm below,
4067,882,18.5,1,cm below,
4068,882,20.5,1,cm below,
4069,882,21.5,5,cm below,
4070,882,22.5,10,cm below,
4071,882,23.5,19,cm below,
4072,882,24.5,36,cm below,
4073,883,21.5,2,cm below,
4074,883,22.5,4,cm below,
4075,883,23.5,6,cm below,
4076,883,24.5,5,cm below,
4077,884,20.5,1,cm below,
4078,884,21.5,1,cm below,
4079,884,22.5,3,cm below,
4080,884,23.5,2,cm below,
4081,884,24.5,1,cm below,
4082,884,25.5,1,cm below,
4083,884,26.5,4,cm below,
4084,884,28.5,1,cm below,
4085,885,29.5,1,cm below,
4086,885,30.5,1,cm below,
4087,808,25.5,22,cm below,
4088,808,26.5,18,cm below,
4089,808,27.5,23,cm below,
4090,808,28.5,15,cm below,
4091,808,29.5,8,cm below,
4092,808,30.5,3,cm below,
4093,808,31.5,1,cm below,
4094,808,32.5,2,cm below,
4095,808,34.5,2,cm below,
4096,808,37.5,1,cm below,
4097,809,26.5,17,cm below,
4098,809,27.5,29,cm below,
4099,809,28.5,35,cm below,
4100,809,29.5,39,cm below,
4101,809,30.5,34,cm below,
4102,809,31.5,12,cm below,
4103,809,32.5,8,cm below,
4104,809,33.5,14,cm below,
4105,809,34.5,4,cm below,
4106,809,35.5,3,cm below,
4107,809,36.5,1,cm below,
4108,809,37.5,2,cm below,
4109,809,38.5,1,cm below,
4110,809,39.5,2,cm below,
4111,890,19.5,1,cm below,
4112,890,21.5,3,cm below,
4113,890,22.5,1,cm below,
4114,890,23.5,1,cm below,
4115,890,24.5,4,cm below,
4116,890,25.5,3,cm below,
4117,890,26.5,3,cm below,
4118,890,27.5,13,cm below,
4119,890,28.5,13,cm below,
4120,890,29.5,17,cm below,
4121,890,30.5,14,cm below,
4122,890,31.5,5,cm below,
4123,890,32.5,15,cm below,
4124,890,33.5,16,cm below,
4125,890,34.5,29,cm below,
4126,891,20.5,3,cm below,
4127,891,21.5,1,cm below,
4128,891,22.5,2,cm below,
4129,891,23.5,3,cm below,
4130,891,24.5,5,cm below,
4131,891,25.5,2,cm below,
4132,891,26.5,1,cm below,
4133,891,27.5,9,cm below,
4134,891,28.5,4,cm below,
4135,891,29.5,8,cm below,
4136,891,30.5,23,cm below,
4137,891,31.5,16,cm below,
4138,891,32.5,16,cm below,
4139,891,33.5,20,cm below,
4140,891,34.5,22,cm below,
4141,892,21.5,2,cm below,
4142,892,22.5,5,cm below,
4143,892,23.5,13,cm below,
4144,892,24.5,28,cm below,
4145,893,24.5,5,cm below,
4146,808,25.5,22,cm below,
4147,808,26.5,18,cm below,
4148,808,27.5,23,cm below,
4149,808,28.5,15,cm below,
4150,808,29.5,8,cm below,
4151,808,30.5,3,cm below,
4152,808,31.5,1,cm below,
4153,808,32.5,2,cm below,
4154,808,34.5,2,cm below,
4155,808,37.5,1,cm below,
4156,809,26.5,17,cm below,
4157,809,27.5,29,cm below,
4158,809,28.5,35,cm below,
4159,809,29.5,39,cm below,
4160,809,30.5,34,cm below,
4161,809,31.5,12,cm below,
4162,809,32.5,8,cm below,
4163,809,33.5,14,cm below,
4164,809,34.5,4,cm below,
4165,809,35.5,3,cm below,
4166,809,36.5,1,cm below,
4167,809,37.5,2,cm below,
4168,809,38.5,1,cm below,
4169,809,39.5,2,cm below,
4170,890,19.5,1,cm below,
4171,890,21.5,3,cm below,
4172,890,22.5,1,cm below,
4173,890,23.5,1,cm below,
4174,890,24.5,4,cm below,
4175,890,25.5,3,cm below,
4176,890,26.5,3,cm below,
4177,890,27.5,13,cm below,
4178,890,28.5,13,cm below,
4179,890,29.5,17,cm below,
4180,890,30.5,14,cm below,
4181,890,31.5,5,cm below,
4182,890,32.5,15,cm below,
4183,890,33.5,16,cm below,
4184,890,34.5,29,cm below,
4185,891,20.5,3,cm below,
4186,891,21.5,1,cm below,
4187,891,22.5,2,cm below,
4188,891,23.5,3,cm below,
4189,891,24.5,5,cm below,
4190,891,25.5,2,cm below,
4191,891,26.5,1,cm below,
4192,891,27.5,9,cm below,
4193,891,28.5,4,cm below,
4194,891,29.5,8,cm below,
4195,891,30.5,23,cm below,
4196,891,31.5,16,cm below,
4197,891,32.5,16,cm below,
4198,891,33.5,20,cm below,
4199,891,34.5,22,cm below,
4200,892,21.5,2,cm below,
4201,892,22.5,5,cm below,
4202,892,23.5,13,cm below,
4203,892,24.5,28,cm below,
4204,893,24.5,5,cm below,
4205,894,35.5,22,cm below,
4206,894,36.5,6,cm below,
4207,894,37.5,28,cm below,
4208,894,38.5,30,cm below,
4209,894,39.5,24,cm below,
4210,894,40.5,26,cm below,
4211,894,41.5,28,cm below,
4212,894,42.5,8,cm below,
4213,894,43.5,27,cm below,
4214,894,44.5,15,cm below,
4215,894,45.5,14,cm below,
4216,894,46.5,16,cm below,
4217,894,47.5,19,cm below,
4218,894,48.5,6,cm below,
4219,894,49.5,9,cm below,
4220,894,50.5,4,cm below,
4221,894,51.5,5,cm below,
4222,894,52.5,5,cm below,
4223,894,53.5,2,cm below,
4224,894,54.5,2,cm below,
4225,894,56.5,2,cm below,
4226,894,57.5,1,cm below,
4227,894,58.5,1,cm below,
4228,894,59.5,1,cm below,
4229,894,60.5,1,cm below,
4230,894,61.5,1,cm below,
4231,894,62.5,1,cm below,
4232,894,63.5,1,cm below,
4233,894,64.5,1,cm below,
4234,894,87.5,1,cm below,
4235,895,25.5,9,cm below,
4236,895,26.5,5,cm below,
4237,895,27.5,7,cm below,
4238,895,28.5,7,cm below,
4239,895,29.5,2,cm below,
4240,895,30.5,2,cm below,
4241,895,31.5,4,cm below,
4242,895,32.5,1,cm below,
4243,895,37.5,1,cm below,
4244,896,26.5,2,cm below,
4245,896,35.5,1,cm below,
4246,897,25.5,1,cm below,
4247,897,26.5,3,cm below,
4248,897,27.5,3,cm below,
4249,897,28.5,2,cm below,
4250,897,29.5,5,cm below,
4251,897,30.5,6,cm below,
4252,897,31.5,8,cm below,
4253,897,32.5,16,cm below,
4254,897,33.5,9,cm below,
4255,897,34.5,8,cm below,
4256,898,22.5,1,cm below,
4257,898,23.5,1,cm below,
4258,898,24.5,4,cm below,
4259,899,22.5,1,cm below,
4260,900,35.5,3,cm below,
4261,900,36.5,7,cm below,
4262,900,37.5,2,cm below,
4263,900,38.5,2,cm below,
4264,900,39.5,1,cm below,
4265,900,40.5,1,cm below,
4266,900,41.5,1,cm below,
4267,900,42.5,1,cm below,
4268,900,43.5,1,cm below,
4269,900,44.5,1,cm below,
4270,900,50.5,1,cm below,
4271,900,53.5,2,cm below,
4272,900,56.5,1,cm below,
4273,900,57.5,1,cm below,
4274,901,25.5,109,cm below,
4275,901,26.5,76,cm below,
4276,901,27.5,75,cm below,
4277,901,28.5,54,cm below,
4278,901,29.5,28,cm below,
4279,901,30.5,15,cm below,
4280,901,31.5,11,cm below,
4281,901,32.5,5,cm below,
4282,901,33.5,9,cm below,
4283,901,34.5,6,cm below,
4284,901,35.5,1,cm below,
4285,901,37.5,2,cm below,
4286,901,38.5,1,cm below,
4287,902,26.5,59,cm below,
4288,902,27.5,56,cm below,
4289,902,28.5,50,cm below,
4290,902,29.5,34,cm below,
4291,902,30.5,31,cm below,
4292,902,31.5,23,cm below,
4293,902,32.5,15,cm below,
4294,902,33.5,5,cm below,
4295,902,34.5,9,cm below,
4296,902,35.5,3,cm below,
4297,902,36.5,4,cm below,
4298,902,37.5,2,cm below,
4299,902,38.5,1,cm below,
4300,902,39.5,1,cm below,
4301,903,39.5,1,cm below,
4302,904,32.5,4,cm below,
4303,904,33.5,5,cm below,
4304,904,34.5,4,cm below,
4305,905,23.5,1,cm below,
4306,905,31.5,1,cm below,
4307,905,37.5,1,cm below,
4308,906,18.5,1,cm below,
4309,906,21.5,3,cm below,
4310,906,22.5,18,cm below,
4311,906,23.5,56,cm below,
4312,906,24.5,97,cm below,
4313,907,19.5,1,cm below,
4314,907,20.5,3,cm below,
4315,907,21.5,8,cm below,
4316,907,22.5,11,cm below,
4317,907,23.5,17,cm below,
4318,907,24.5,27,cm below,
4319,907,25.5,45,cm below,
4320,908,25.5,1,cm below,
4321,909,12.25,2,1/2 cm,
4322,909,13.25,1,1/2 cm,
4323,909,13.75,4,1/2 cm,
4324,909,15.25,2,1/2 cm,
4325,909,16.75,1,1/2 cm,
4326,909,17.25,3,1/2 cm,
4327,909,18.25,5,1/2 cm,
4328,909,18.75,6,1/2 cm,
4329,909,19.25,14,1/2 cm,
4330,909,19.75,9,1/2 cm,
4331,909,20.25,19,1/2 cm,
4332,909,20.75,20,1/2 cm,
4333,909,21.25,21,1/2 cm,
4334,909,21.75,16,1/2 cm,
4335,909,22.25,15,1/2 cm,
4336,909,22.75,28,1/2 cm,
4337,909,23.25,32,1/2 cm,
4338,909,23.75,53,1/2 cm,
4339,909,24.25,40,1/2 cm,
4340,909,24.75,51,1/2 cm,
4341,909,25.25,49,1/2 cm,
4342,909,25.75,47,1/2 cm,
4343,909,26.25,33,1/2 cm,
4344,909,26.75,26,1/2 cm,
4345,909,27.25,23,1/2 cm,
4346,909,27.75,5,1/2 cm,
4347,909,28.25,7,1/2 cm,
4348,909,28.75,5,1/2 cm,
4349,909,29.25,3,1/2 cm,
4350,909,29.75,2,1/2 cm,
4351,910,9.75,1,1/2 cm,
4352,910,11.75,3,1/2 cm,
4353,910,12.25,4,1/2 cm,
4354,910,12.75,19,1/2 cm,
4355,910,13.25,26,1/2 cm,
4356,910,13.75,12,1/2 cm,
4357,910,14.25,8,1/2 cm,
4358,910,14.75,3,1/2 cm,
4359,913,17.75,2,1/2 cm,
4360,913,18.25,1,1/2 cm,
4361,913,19.25,1,1/2 cm,
4362,913,19.75,1,1/2 cm,
4363,913,20.25,6,1/2 cm,
4364,913,20.75,8,1/2 cm,
4365,913,21.25,3,1/2 cm,
4366,913,21.75,2,1/2 cm,
4367,913,22.25,6,1/2 cm,
4368,913,22.75,7,1/2 cm,
4369,913,23.25,18,1/2 cm,
4370,913,23.75,30,1/2 cm,
4371,913,24.25,38,1/2 cm,
4372,913,24.75,39,1/2 cm,
4373,913,25.25,71,1/2 cm,
4374,913,25.75,75,1/2 cm,
4375,913,26.25,65,1/2 cm,
4376,913,26.75,62,1/2 cm,
4377,913,27.25,54,1/2 cm,
4378,913,27.75,28,1/2 cm,
4379,913,28.25,22,1/2 cm,
4380,913,28.75,20,1/2 cm,
4381,913,29.25,15,1/2 cm,
4382,913,29.75,8,1/2 cm,
4383,913,30.25,3,1/2 cm,
4384,913,30.75,5,1/2 cm,
4385,913,31.25,1,1/2 cm,
4386,914,9.25,4,1/2 cm,
4387,914,9.75,7,1/2 cm,
4388,914,10.25,5,1/2 cm,
4389,914,10.75,1,1/2 cm,
4390,914,11.75,1,1/2 cm,
4391,914,12.25,7,1/2 cm,
4392,914,12.75,7,1/2 cm,
4393,914,13.25,5,1/2 cm,
4394,914,13.75,1,1/2 cm,
4395,919,35.5,4,cm below,
4396,919,36.5,8,cm below,
4397,919,37.5,9,cm below,
4398,919,38.5,6,cm below,
4399,919,39.5,5,cm below,
4400,919,40.5,3,cm below,
4401,919,41.5,3,cm below,
4402,919,42.5,2,cm below,
4403,919,45.5,2,cm below,
4404,919,46.5,2,cm below,
4405,919,50.5,1,cm below,
4406,919,51.5,1,cm below,
4407,919,54.5,1,cm below,
4408,919,35.5,4,cm below,
4409,919,36.5,8,cm below,
4410,919,37.5,9,cm below,
4411,919,38.5,6,cm below,
4412,919,39.5,5,cm below,
4413,919,40.5,3,cm below,
4414,919,41.5,3,cm below,
4415,919,42.5,2,cm below,
4416,919,45.5,2,cm below,
4417,919,46.5,2,cm below,
4418,919,50.5,1,cm below,
4419,919,51.5,1,cm below,
4420,919,54.5,1,cm below,
4421,920,25.5,5,cm below,
4422,920,27.5,7,cm below,
4423,920,28.5,8,cm below,
4424,920,29.5,4,cm below,
4425,920,30.5,2,cm below,
4426,920,31.5,5,cm below,
4427,920,32.5,6,cm below,
4428,920,33.5,2,cm below,
4429,920,34.5,6,cm below,
4430,920,35.5,4,cm below,
4431,922,16.5,1,cm below,
4432,922,19.5,1,cm below,
4433,923,16.5,1,cm below,
4434,923,19.5,3,cm below,
4435,923,20.5,2,cm below,
4436,923,21.5,7,cm below,
4437,923,22.5,13,cm below,
4438,923,23.5,12,cm below,
4439,923,24.5,21,cm below,
4440,923,25.5,16,cm below,
4441,923,26.5,17,cm below,
4442,923,27.5,14,cm below,
4443,923,28.5,5,cm below,
4444,923,29.5,6,cm below,
4445,923,30.5,2,cm below,
4446,923,31.5,6,cm below,
4447,923,32.5,4,cm below,
4448,923,33.5,7,cm below,
4449,923,34.5,5,cm below,
4450,924,20.5,1,cm below,
4451,924,23.5,2,cm below,
4452,925,21.5,1,cm below,
4453,925,22.5,3,cm below,
4454,925,24.5,2,cm below,
4455,925,25.5,2,cm below,
4456,925,26.5,1,cm below,
4457,927,17.5,1,cm below,
4458,928,12.5,1,cm below,
4459,928,13.5,1,cm below,
4460,928,14.5,1,cm below,
4461,928,15.5,1,cm below,
4462,928,16.5,1,cm below,
4463,928,33.5,1,cm below,
4464,928,36.5,3,cm below,
4465,928,40.5,1,cm below,
4466,928,43.5,1,cm below,
4467,928,46.5,1,cm below,
4468,929,21.5,1,cm below,
4469,929,28.5,1,cm below,
4470,930,10.5,1,cm below,
4471,930,17.5,1,cm below,
4472,930,18.5,1,cm below,
4473,930,19.5,2,cm below,
4474,930,20.5,1,cm below,
4475,930,25.5,1,cm below,
4476,930,27.5,1,cm below,
4477,931,16.5,1,cm below,
4478,931,17.5,2,cm below,
4479,931,18.5,5,cm below,
4480,931,19.5,2,cm below,
4481,931,20.5,8,cm below,
4482,931,21.5,6,cm below,
4483,931,22.5,2,cm below,
4484,931,23.5,3,cm below,
4485,931,24.5,2,cm below,
4486,933,35.5,62,cm below,
4487,933,36.5,44,cm below,
4488,933,37.5,33,cm below,
4489,933,38.5,23,cm below,
4490,933,39.5,22,cm below,
4491,933,40.5,25,cm below,
4492,933,41.5,12,cm below,
4493,933,42.5,10,cm below,
4494,933,43.5,10,cm below,
4495,933,44.5,5,cm below,
4496,933,45.5,3,cm below,
4497,933,46.5,1,cm below,
4498,933,47.5,1,cm below,
4499,933,48.5,3,cm below,
4500,933,50.5,2,cm below,
4501,933,51.5,1,cm below,
4502,933,54.5,1,cm below,
4503,933,56.5,1,cm below,
4504,934,25.5,64,cm below,
4505,934,26.5,50,cm below,
4506,934,27.5,21,cm below,
4507,934,28.5,22,cm below,
4508,934,29.5,10,cm below,
4509,934,30.5,13,cm below,
4510,934,31.5,9,cm below,
4511,934,32.5,2,cm below,
4512,934,33.5,3,cm below,
4513,934,35.5,2,cm below,
4514,934,38.5,1,cm below,
4515,935,27.5,1,cm below,
4516,936,21.5,1,cm below,
4517,936,22.5,3,cm below,
4518,936,23.5,6,cm below,
4519,936,24.5,6,cm below,
4520,936,25.5,23,cm below,
4521,936,26.5,19,cm below,
4522,936,27.5,37,cm below,
4523,936,28.5,27,cm below,
4524,936,29.5,33,cm below,
4525,936,30.5,28,cm below,
4526,936,31.5,39,cm below,
4527,936,32.5,44,cm below,
4528,936,33.5,50,cm below,
4529,936,34.5,45,cm below,
4530,937,24.5,1,cm below,
4531,937,25.5,1,cm below,
4532,937,26.5,1,cm below,
4533,937,27.5,1,cm below,
4534,937,28.5,2,cm below,
4535,937,30.5,1,cm below,
4536,938,18.5,1,cm below,
4537,938,19.5,3,cm below,
4538,938,20.5,13,cm below,
4539,938,21.5,48,cm below,
4540,938,22.5,82,cm below,
4541,938,23.5,117,cm below,
4542,938,24.5,84,cm below,
4543,939,18.5,1,cm below,
4544,939,20.5,1,cm below,
4545,939,21.5,1,cm below,
4546,939,22.5,2,cm below,
4547,939,23.5,4,cm below,
4548,939,24.5,3,cm below,
4549,939,25.5,3,cm below,
4550,940,22.5,1,cm below,
4551,940,29.5,1,cm below,
4552,940,30.5,2,cm below,
4553,940,32.5,1,cm below,
4554,940,35.5,1,cm below,
4555,943,25.5,1,cm below,
4556,943,26.5,1,cm below,
4557,943,27.5,10,cm below,
4558,943,28.5,16,cm below,
4559,943,29.5,21,cm below,
4560,943,30.5,39,cm below,
4561,943,31.5,62,cm below,
4562,943,32.5,59,cm below,
4563,943,33.5,47,cm below,
4564,943,34.5,52,cm below,
4565,944,19.5,1,cm below,
4566,944,20.5,2,cm below,
4567,944,21.5,4,cm below,
4568,944,22.5,14,cm below,
4569,944,23.5,19,cm below,
4570,944,24.5,51,cm below,
4571,945,35.5,45,cm below,
4572,945,36.5,39,cm below,
4573,945,37.5,43,cm below,
4574,945,38.5,33,cm below,
4575,945,39.5,30,cm below,
4576,945,40.5,22,cm below,
4577,945,41.5,20,cm below,
4578,945,42.5,16,cm below,
4579,945,43.5,9,cm below,
4580,945,44.5,5,cm below,
4581,945,45.5,8,cm below,
4582,945,46.5,4,cm below,
4583,945,47.5,1,cm below,
4584,945,48.5,3,cm below,
4585,945,49.5,1,cm below,
4586,945,50.5,3,cm below,
4587,945,51.5,2,cm below,
4588,945,52.5,1,cm below,
4589,945,53.5,1,cm below,
4590,945,54.5,2,cm below,
4591,945,55.5,1,cm below,
4592,945,56.5,1,cm below,
4593,945,57.5,1,cm below,
4594,945,59.5,1,cm below,
4595,945,63.5,1,cm below,
4596,946,25.5,41,cm below,
4597,946,26.5,31,cm below,
4598,946,27.5,20,cm below,
4599,946,28.5,11,cm below,
4600,946,29.5,11,cm below,
4601,946,30.5,7,cm below,
4602,946,31.5,2,cm below,
4603,946,32.5,4,cm below,
4604,946,33.5,1,cm below,
4605,946,34.5,1,cm below,
4606,947,26.5,1,cm below,
4607,947,27.5,1,cm below,
4608,947,28.5,1,cm below,
4609,947,34.5,1,cm below,
4610,948,10.75,2,1/2 cm,
4611,948,11.25,1,1/2 cm,
4612,948,13.25,1,1/2 cm,
4613,948,16.25,5,1/2 cm,
4614,948,16.75,2,1/2 cm,
4615,948,17.25,5,1/2 cm,
4616,948,17.75,3,1/2 cm,
4617,948,18.25,4,1/2 cm,
4618,948,18.75,11,1/2 cm,
4619,948,19.25,10,1/2 cm,
4620,948,19.75,13,1/2 cm,
4621,948,20.25,11,1/2 cm,
4622,948,20.75,13,1/2 cm,
4623,948,21.25,7,1/2 cm,
4624,948,21.75,6,1/2 cm,
4625,948,22.25,10,1/2 cm,
4626,948,22.75,4,1/2 cm,
4627,948,23.25,4,1/2 cm,
4628,948,23.75,6,1/2 cm,
