eunr;luea;reisenr;area;zone;statistical_rectangle;year;quarter;month;geraet;masche;species;harbour;vessel_length_class;sum_fangkg_fangnr_ort_monat;avg_trip_price;official_landings_value;target_species;metier
DEU000190624;5.3;20000173;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPP;DEGRD;<10;5;10.54;51.75;FRO;GNS_FWS_>0_0_0
DEU000190624;5.3;20000173;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FRO;DEGRD;<10;682;0.6;409.2;FRO;GNS_FWS_>0_0_0
DEU000190624;5.3;20000173;27.3.d.24;DEU;37G3;2020;1;1;GNS;;SAL;DEGRD;<10;4;21.25;85;SAL;GNS_ANA_>=157_0_0
DEU000190624;5.3;20000173;27.3.d.24;DEU;37G3;2020;1;1;GNS;;TRS;DEGRD;<10;26;7.95;215;FRO;GNS_FWS_>0_0_0
DEU000210632;4.6;20000174;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DEMKB;<10;447;0.35;156.45;FBR;GNS_FWS_>0_0_0
DEU000210632;4.6;20000174;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DEMKB;<10;37;3.92;146;FBR;GNS_FWS_>0_0_0
DEU000210632;4.6;20000174;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DEMKB;<10;3;3.2;9.6;FBR;GNS_FWS_>0_0_0
DEU000210632;4.6;20000174;27.3.d.24;DEU;36G4;2020;1;1;GNS;;SAL;DEMKB;<10;1;14;14;FPP;GNS_FWS_>0_0_0
DEU000210632;4.6;20000174;27.3.d.24;DEU;36G4;2020;1;1;GNS;;TRS;DEMKB;<10;5;4.8;24;FBR;GNS_FWS_>0_0_0
DEU000270631;7.95;20000175;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DE8AN;<10;96;0.35;33.6;FPP;GNS_FWS_>0_0_0
DEU000270631;7.95;20000175;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPE;DE8AN;<10;2;2;4;FPP;GNS_FWS_>0_0_0
DEU000270631;7.95;20000175;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DE8AN;<10;328;3.97;1306;FPP;GNS_FWS_>0_0_0
DEU000270631;7.95;20000175;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FRO;DE8AN;<10;25;0.35;8.75;FPP;GNS_FWS_>0_0_0
DEU000270631;7.95;20000175;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DE8AN;<10;34;3.2;108.8;FPP;GNS_FWS_>0_0_0
DEU000270631;7.95;20000175;27.3.d.24;DEU;36G4;2020;1;1;GNS;;TRS;DE8AN;<10;4;6;24;FPP;GNS_FWS_>0_0_0
DEU000290624;5.5;20000176;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPI;DEZMP;<10;8;1.48;12.9;FPP;GNS_FWS_>0_0_0
DEU000290624;5.5;20000176;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPP;DEZMP;<10;71;4.06;312.7;FPP;GNS_FWS_>0_0_0
DEU000290624;5.5;20000176;27.3.d.24;DEU;37G3;2020;1;1;GNS;;PLN;DEZMP;<10;10;2.93;29.6;FPP;GNS_FWS_>0_0_0
DEU000390616;7.98;20000177;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DE8AN;<10;30;0.35;10.5;FPP;GNS_FWS_>0_0_0
DEU000390616;7.98;20000177;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBU;DE8AN;<10;1;3.5;3.5;FPP;GNS_FWS_>0_0_0
DEU000390616;7.98;20000177;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPE;DE8AN;<10;7;2;14;FPP;GNS_FWS_>0_0_0
DEU000390616;7.98;20000177;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DE8AN;<10;470;3.96;1902.1;FPP;GNS_FWS_>0_0_0
DEU000390616;7.98;20000177;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FRO;DE8AN;<10;28;0.35;9.8;FPP;GNS_FWS_>0_0_0
DEU000390616;7.98;20000177;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DE8AN;<10;13;3.05;38.6;FPP;GNS_FWS_>0_0_0
DEU000390616;7.98;20000177;27.3.d.24;DEU;36G4;2020;1;1;GNS;;SAL;DE8AN;<10;3;23.67;71;FPP;GNS_FWS_>0_0_0
DEU000390616;7.98;20000177;27.3.d.24;DEU;36G4;2020;1;1;GNS;;TRS;DE8AN;<10;1;6;6;FPP;GNS_FWS_>0_0_0
DEU000510608;5.06;20000178;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPE;DEGRD;<10;19;5.43;101.15;FRO;GNS_FWS_>0_0_0
DEU000510608;5.06;20000178;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPI;DEGRD;<10;8;7.33;61.6;FRO;GNS_FWS_>0_0_0
DEU000510608;5.06;20000178;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FPP;DEGRD;<10;21;11.5;241.5;FRO;GNS_FWS_>0_0_0
DEU000510608;5.06;20000178;27.3.d.24;DEU;37G3;2020;1;1;GNS;;FRO;DEGRD;<10;601;0.6;360.6;FRO;GNS_FWS_>0_0_0
DEU000510608;5.06;20000178;27.3.d.24;DEU;37G3;2020;1;1;GNS;;HER;DEGRD;<10;516;3.15;1623.5;HER;GNS_SPF_32-109_0_0
DEU000510608;5.06;20000178;27.3.d.24;DEU;37G3;2020;1;1;GNS;;PLN;DEGRD;<10;11;6.88;75;TRS;GNS_ANA_>=157_0_0
DEU000510608;5.06;20000178;27.3.d.24;DEU;37G3;2020;1;1;GNS;;TRS;DEGRD;<10;173;8.07;1307.5;TRS;GNS_ANA_>=157_0_0
DEU000570609;7.7;20000179;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DEUCK;<10;63;0.35;22.05;FBR;GNS_FWS_>0_0_0
DEU000570609;7.7;20000179;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBU;DEUCK;<10;1;3.5;3.5;FPP;GNS_FWS_>0_0_0
DEU000570609;7.7;20000179;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPE;DEUCK;<10;6;2;12;FPP;GNS_FWS_>0_0_0
DEU000570609;7.7;20000179;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPI;DEUCK;<10;3;1.67;5;FPP;GNS_FWS_>0_0_0
DEU000570609;7.7;20000179;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DEUCK;<10;98;3.9;386;FPP;GNS_FWS_>0_0_0
DEU000570609;7.7;20000179;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FRO;DEUCK;<10;3;0.35;1.05;FBR;GNS_FWS_>0_0_0
DEU000570609;7.7;20000179;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DEUCK;<10;5;2.93;14.4;FPP;GNS_FWS_>0_0_0
DEU000570609;7.7;20000179;27.3.d.24;DEU;36G4;2020;1;1;GNS;;TRS;DEUCK;<10;1;6;6;FBR;GNS_FWS_>0_0_0
DEU000660609;4.65;20000180;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DEUCK;<10;319;0.35;111.65;FPP;GNS_FWS_>0_0_0
DEU000660609;4.65;20000180;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBU;DEUCK;<10;2;3.8;7.6;FBR;GNS_FWS_>0_0_0
DEU000660609;4.65;20000180;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPE;DEUCK;<10;1;2;2;FPP;GNS_FWS_>0_0_0
DEU000660609;4.65;20000180;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DEUCK;<10;190;3.92;748;FPP;GNS_FWS_>0_0_0
DEU000660609;4.65;20000180;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FRO;DEUCK;<10;1;0.35;0.35;FBR;GNS_FWS_>0_0_0
DEU000660609;4.65;20000180;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DEUCK;<10;12;3.2;38.4;FBR;GNS_FWS_>0_0_0
DEU000670609;4.65;20000181;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DEUCK;<10;192;0.35;67.2;FPP;GNS_FWS_>0_0_0
DEU000670609;4.65;20000181;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBU;DEUCK;<10;8;3.28;26.25;FPP;GNS_FWS_>0_0_0
DEU000670609;4.65;20000181;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DEUCK;<10;448;3.98;1786;FPP;GNS_FWS_>0_0_0
DEU000670609;4.65;20000181;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FRO;DEUCK;<10;11;0.35;3.85;FPP;GNS_FWS_>0_0_0
DEU000670609;4.65;20000181;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DEUCK;<10;17;3.2;54.4;FPP;GNS_FWS_>0_0_0
DEU000680609;4.65;20000182;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DEUCK;<10;33;0.35;11.55;FPP;GNS_FWS_>0_0_0
DEU000680609;4.65;20000182;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBU;DEUCK;<10;1;3.5;3.5;FPP;GNS_FWS_>0_0_0
DEU000680609;4.65;20000182;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPE;DEUCK;<10;2;2;4;FPP;GNS_FWS_>0_0_0
DEU000680609;4.65;20000182;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPI;DEUCK;<10;4;2;8;FPP;GNS_FWS_>0_0_0
DEU000680609;4.65;20000182;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DEUCK;<10;561;3.96;2242;FPP;GNS_FWS_>0_0_0
DEU000680609;4.65;20000182;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DEUCK;<10;25;3.2;80;FPP;GNS_FWS_>0_0_0
DEU000680609;4.65;20000182;27.3.d.24;DEU;36G4;2020;1;1;GNS;;SAL;DEUCK;<10;2;19.25;38.5;FPP;GNS_FWS_>0_0_0
DEU000680609;4.65;20000182;27.3.d.24;DEU;36G4;2020;1;1;GNS;;TRS;DEUCK;<10;2;4.5;9;FPP;GNS_FWS_>0_0_0
DEU000720609;4.55;20000183;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DEUCK;<10;46;0.37;18.1;FPP;GNS_FWS_>0_0_0
DEU000720609;4.55;20000183;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPE;DEUCK;<10;30;2;60;FRO;GNS_FWS_>0_0_0
DEU000720609;4.55;20000183;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPI;DEUCK;<10;10;2;20;FRO;GNS_FWS_>0_0_0
DEU000720609;4.55;20000183;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DEUCK;<10;96;3.87;380;FPP;GNS_FWS_>0_0_0
DEU000720609;4.55;20000183;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FRO;DEUCK;<10;100;0.2;20;FRO;GNS_FWS_>0_0_0
DEU000720609;4.55;20000183;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DEUCK;<10;11;2.6;32.4;PLN;GNS_ANA_>=157_0_0
DEU000730609;4.75;20000184;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FBR;DEUCK;<10;23;0.35;8.05;FPP;GNS_FWS_>0_0_0
DEU000730609;4.75;20000184;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FPP;DEUCK;<10;96;3.83;376;FPP;GNS_FWS_>0_0_0
DEU000730609;4.75;20000184;27.3.d.24;DEU;36G4;2020;1;1;GNS;;FRO;DEUCK;<10;2;0.35;0.7;FPP;GNS_FWS_>0_0_0
DEU000730609;4.75;20000184;27.3.d.24;DEU;36G4;2020;1;1;GNS;;PLN;DEUCK;<10;5;2.67;14.4;FPP;GNS_FWS_>0_0_0
DEU000730609;4.75;20000184;27.3.d.24;DEU;36G4;2020;1;1;GNS;;SAL;DEUCK;<10;1;17.5;17.5;FPP;GNS_FWS_>0_0_0
DEU200460220;11;20000185;27.3.c.22;DEU;37G0;2020;1;1;GTR;140;COD;DELAB;10-<12;12;3.57;42.84;PLE;GTR_DEF_110-156_0_0
DEU200460220;11;20000185;27.3.c.22;DEU;37G0;2020;1;1;GTR;140;FLE;DELAB;10-<12;40;0.69;27.6;PLE;GTR_DEF_110-156_0_0
DEU200460220;11;20000185;27.3.c.22;DEU;37G0;2020;1;1;GTR;140;PLE;DELAB;10-<12;45;1.55;69.75;PLE;GTR_DEF_110-156_0_0
DEU301510228;8.41;20000187;27.3.c.22;DEU;38G0;2020;1;1;GTR;140;COD;DEECK;<10;21;3.16;66.36;PLE;GTR_DEF_110-156_0_0
DEU301510228;8.41;20000187;27.3.c.22;DEU;38G0;2020;1;1;GTR;140;PLE;DEECK;<10;30;1.65;49.5;PLE;GTR_DEF_110-156_0_0
DEU200880219;10.99;20000189;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;PLE;DEDAP;10-<12;50;2.03;101.5;PLE;GTR_DEF_110-156_0_0
DEU302640207;11.46;20000190;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;COD;DEECK;10-<12;29;3.41;99;PLE;GTR_DEF_110-156_0_0
DEU302640207;11.46;20000190;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;DAB;DEECK;10-<12;75;0.9;67.5;PLE;GTR_DEF_110-156_0_0
DEU302640207;11.46;20000190;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;PLE;DEECK;10-<12;100;1.92;192;PLE;GTR_DEF_110-156_0_0
DEU200860208;9.84;20000191;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;COD;DESTD;<10;88;3.65;321;COD;GTR_DEF_110-156_0_0
DEU200860208;9.84;20000191;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;FLE;DESTD;<10;50;0.86;43;COD;GTR_DEF_110-156_0_0
DEU200860208;9.84;20000191;27.3.c.22;DEU;38G0;2020;1;1;GTR;150;PLE;DESTD;<10;50;1.85;92.5;COD;GTR_DEF_110-156_0_0
DEU100210210;14.65;20000192;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;DAB;DEHED;12-<18;575;0.8;460;PLE;OTB_DEF_90-104_0_0
DEU100210210;14.65;20000192;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;FLE;DEHED;12-<18;200;0.85;170;PLE;OTB_DEF_90-104_0_0
DEU100210210;14.65;20000192;27.3.c.22;DEU;38G0;2020;1;1;OTB;90;PLE;DEHED;12-<18;1050;1.87;1963.5;PLE;OTB_DEF_90-104_0_0
DEU302280218;19.2;20000196;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;COD;DETRV;18-<24;380;3.79;1445.5;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000196;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;DAB;DETRV;18-<24;23;0.87;20.01;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000196;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;FLE;DETRV;18-<24;23;0.87;20.01;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000196;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;PLE;DETRV;18-<24;335;1.78;596.3;PLE;OTB_DEF_>=105_1_120
DEU302280218;19.2;20000196;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;WHG;DETRV;18-<24;86;0.76;64.97;PLE;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000197;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;COD;DEHED;12-<18;12;3.21;38.52;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000197;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;DAB;DEHED;12-<18;325;0.85;276.25;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000197;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;FLE;DEHED;12-<18;250;0.84;210;DAB;OTB_DEF_>=105_1_120
DEU200720219;14.42;20000197;27.3.c.22;DEU;37G0;2020;1;1;OTB;120;PLE;DEHED;12-<18;250;1.79;452.8;DAB;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000198;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;COD;DEBSK;12-<18;2369;3.82;9061;COD;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000198;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;DAB;DEBSK;12-<18;25;0.85;21.25;COD;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000198;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;FLE;DEBSK;12-<18;25;0.88;22;COD;OTB_DEF_>=105_1_120
DEU301080206;15.45;20000198;27.3.c.22;DEU;37G1;2020;1;1;OTB;105;PLE;DEBSK;12-<18;375;1.85;693.75;COD;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000199;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;COD;DEKAP;18-<24;12;3.39;40.68;PLE;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000199;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;DAB;DEKAP;18-<24;575;0.88;506;DAB;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000199;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;FLE;DEKAP;18-<24;80;0.99;79.2;DAB;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000199;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;PLE;DEKAP;18-<24;550;1.6;891.8;DAB;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000199;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;SOL;DEKAP;18-<24;1;18.44;18.44;PLE;OTB_DEF_>=105_1_120
DEU100550210;18.29;20000199;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;WIT;DEKAP;18-<24;11;1.87;20.6;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000200;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;COD;DEKAP;12-<18;269;4.47;1205.2;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000200;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;DAB;DEKAP;12-<18;150;0.92;138;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000200;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;FLE;DEKAP;12-<18;190;0.86;163.4;PLE;OTB_DEF_>=105_1_120
DEU000560606;14.1;20000200;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;PLE;DEKAP;12-<18;750;1.85;1387.5;PLE;OTB_DEF_>=105_1_120
DEU100440209;14.56;20000201;27.3.c.22;DNK;38G0;2020;1;1;OTB;90;COD;DEKAP;12-<18;239;3.82;913.92;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000201;27.3.c.22;DNK;38G0;2020;1;1;OTB;90;DAB;DEKAP;12-<18;442;0.97;428.74;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000201;27.3.c.22;DNK;38G0;2020;1;1;OTB;90;FLE;DEKAP;12-<18;208;0.86;178.88;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000201;27.3.c.22;DNK;38G0;2020;1;1;OTB;90;LEM;DEKAP;12-<18;17;2.18;37.12;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000201;27.3.c.22;DNK;38G0;2020;1;1;OTB;90;PLE;DEKAP;12-<18;562;1.67;956.3;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000201;27.3.c.22;DNK;38G0;2020;1;1;OTB;90;SOL;DEKAP;12-<18;2;10.82;21.64;PLE;OTB_DEF_90-104_0_0
DEU100440209;14.56;20000201;27.3.c.22;DNK;38G0;2020;1;1;OTB;90;TUR;DEKAP;12-<18;5;8.24;41.2;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000202;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;COD;DEECK;12-<18;117;4.7;548;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000202;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;DAB;DEECK;12-<18;75;0.7;52.5;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000202;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;FLE;DEECK;12-<18;150;0.96;144;PLE;OTB_DEF_90-104_0_0
DEU200100208;17.18;20000202;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;PLE;DEECK;12-<18;825;2;1658.75;PLE;OTB_DEF_90-104_0_0
DEU100640223;17.88;20000203;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;ANF;DEKAP;12-<18;1;3.42;3.42;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000203;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;COD;DEKAP;12-<18;59;4.57;269.5;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000203;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;DAB;DEKAP;12-<18;125;1.18;147.5;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000203;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;FLE;DEKAP;12-<18;125;0.8;100;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000203;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;PLE;DEKAP;12-<18;775;2.28;1767;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000203;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;TUR;DEKAP;12-<18;1;6.12;6.12;PLE;OTB_DEF_>=105_1_120
DEU100640223;17.88;20000203;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;WIT;DEKAP;12-<18;3;3.43;10.29;PLE;OTB_DEF_>=105_1_120
DEU400030109;17.24;20000204;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;COD;DEMAO;12-<18;88;4.82;424.5;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000204;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;DAB;DEMAO;12-<18;175;1.15;201.25;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000204;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;FLE;DEMAO;12-<18;175;0.91;159.25;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000204;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;PLE;DEMAO;12-<18;400;2.35;940;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000204;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;SOL;DEMAO;12-<18;4;3.54;14.16;PLE;OTB_DEF_90-104_0_0
DEU400030109;17.24;20000204;27.3.c.22;DEU;38G0;2020;1;1;OTB;91;TUR;DEMAO;12-<18;2;9.03;18.06;PLE;OTB_DEF_90-104_0_0
DNK000011784;16.09;20000205;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;COD;DEKAP;12-<18;234;3.95;924;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000205;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;DAB;DEKAP;12-<18;1100;0.95;1045;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000205;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;FLE;DEKAP;12-<18;175;0.78;136.5;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000205;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;LEM;DEKAP;12-<18;5;2.06;10.3;DAB;OTB_DEF_>=105_1_120
DNK000011784;16.09;20000205;27.3.c.22;DEU;38G0;2020;1;1;OTB;105;PLE;DEKAP;12-<18;750;1.71;1290.5;DAB;OTB_DEF_>=105_1_120
DEU000120500;19.09;20000206;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;COD;DEMAO;18-<24;4000;3.78;15136.4;COD;OTB_DEF_>=105_1_120
DEU000120500;19.09;20000206;27.3.c.22;DEU;37G1;2020;1;1;OTB;120;PLE;DEMAO;18-<24;1500;2.24;3360;COD;OTB_DEF_>=105_1_120
DEU000120500;19.09;20000206;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;COD;DEMAO;18-<24;1090;3.78;4124.67;PLE;OTB_DEF_>=105_1_120
DEU000120500;19.09;20000206;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;DAB;DEMAO;18-<24;125;1.28;160;PLE;OTB_DEF_>=105_1_120
DEU000120500;19.09;20000206;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;FLE;DEMAO;18-<24;200;0.79;158;PLE;OTB_DEF_>=105_1_120
DEU000120500;19.09;20000206;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;PLE;DEMAO;18-<24;1150;2.24;2576;PLE;OTB_DEF_>=105_1_120
DEU000120500;19.09;20000206;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;SOL;DEMAO;18-<24;8;7.96;63.68;PLE;OTB_DEF_>=105_1_120
DEU000120500;19.09;20000206;27.3.c.22;DEU;38G0;2020;1;1;OTB;120;TUR;DEMAO;18-<24;22;4.88;107.4;PLE;OTB_DEF_>=105_1_120
DEU000010619;8.6;19006212;27.3.d.24;DEU;37G3;2019;1;3;GNS;56;HER;DEHDF;8-<10;187;0.5;93.5;HER;GNS_SPF_32-109_0_0
DEU000010619;8.6;19010424;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;TRS;DEHDF;8-<10;7;6.57;45.99;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010428;27.3.d.24;DEU;37G3;2019;1;3;GNS;56;HER;DEHDF;8-<10;326;0.5;163;HER;GNS_SPF_32-109_0_0
DEU000010619;8.6;19010431;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;FPE;DEHDF;8-<10;4;1.67;6.68;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010431;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;TRS;DEHDF;8-<10;6;6.57;39.42;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010435;27.3.d.24;DEU;37G3;2019;1;3;GNS;56;HER;DEHDF;8-<10;556;0.5;278;HER;GNS_SPF_32-109_0_0
DEU000010619;8.6;19010438;27.3.d.24;DEU;37G3;2019;1;3;GNS;56;HER;DEHDF;8-<10;386;0.5;193;HER;GNS_SPF_32-109_0_0
DEU000010619;8.6;19010440;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;FPE;DEHDF;8-<10;3;1.67;5.01;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010440;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;TRS;DEHDF;8-<10;6;6.57;39.42;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010443;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;TRS;DEHDF;8-<10;7;6.57;45.99;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010447;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;FPE;DEHDF;8-<10;5;1.67;8.35;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010447;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;TRS;DEHDF;8-<10;6;6.57;39.42;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010450;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;PLN;DEHDF;8-<10;4;3.14;12.56;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010450;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;TRS;DEHDF;8-<10;7;6.57;45.99;TRS;GNS_ANA_>=157_0_0
DEU000010619;8.6;19010453;27.3.d.24;DEU;37G3;2019;1;3;GNS;120;FPE;DEHDF;8-<10;3;1.67;5.01;TRS;GNS_ANA_>=157_0_0
