ha_index,tr_index,fishing_depth_min,fishing_depth_max,water_depth,metier_lvl_5,metier_lvl_6,gear,mesh_size_range,selection_device,selection_device_mesh,target_species_group,target_species,number_species,total_catch,gear_addition,mesh_size,codend_mesh_size,footrope,footrope_length,jager_length,net_board_dist,net_horizontal,net_vertical,net_girth,curl_line_length,roller_diameter,beam_length,beam_chains,setnet_number,setnet_length,setnet_height,setnet_total_length,pinger,pinger_type,hooks,traps
377,290,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,10, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
378,290,16,18,18,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,59, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
379,290,16,18,18,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,64, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
380,290,14,16,16,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,70, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
381,290,14,16,16,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,8,74, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
382,291,11,15,15,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,6,14, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,60,2,480,,,-9,-9
383,291,11,17,17,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,5,30, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,60,2,480,,,-9,-9
384,291,11,17,17,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,5,17, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,60,2,480,,,-9,-9
385,291,12,18,18,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,18, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,60,2,480,,,-9,-9
386,291,12,16,16,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,3,13, ,160,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,60,2,600,,,-9,-9
387,291,13,17,17,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,9, ,160,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,60,2,600,,,-9,-9
388,292,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,5,5, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
389,292,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,3,4, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
390,292,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,4,22, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
391,292,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,5,23, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
392,292,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,6,29, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
393,292,13,15,15,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,4,155, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
394,292,13,15,15,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,5,96, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
395,292,13,15,15,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,4,70, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
396,292,16,18,18,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,4,9, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
397,292,16,18,18,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,5,16, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
398,293,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,3,13, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
399,293,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,5,29, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
400,293,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,3,37, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
401,293,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,181,8,59, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
402,294,21,24,24,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,5,2583, ,-9,120, ,20,-9,-9,-9,2.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
403,295,19,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,7,1562, ,-9,120, ,30,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
404,296,18,22,22,TTB_DEF,TTB_DEF_>=120_1_120,OTB,>=120,1,120,DEF,293,5,607, ,-9,120, ,32,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
405,297,20,24,26,OTB_DEF,OTB_DEF_>=120_1_120,OTB,>=120,1,120,DEF,293,9,4455, ,-9,120, ,32,-9,-9,-9,2,500,-9,-9,-9,-9,-9,,,,,,-9,-9
406,298,20,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,4,134, ,-9,120, ,26,-9,-9,-9,2.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
407,299,85,95,95,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,4200, ,120,120,,30,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
408,300,19,21,21,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,607,5,1587, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
409,300,20,22,22,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,607,7,1996, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
410,300,20,22,22,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,607,5,2034, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
411,300,20,24,24,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,6,2141, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
412,300,20,24,24,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,5,1248, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
413,300,20,24,24,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,6,1596, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
414,300,20,22,22,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,6,2124, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
415,300,20,24,24,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,7,2033, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
416,300,20,24,24,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,6,1151, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
417,300,20,24,24,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,5,971, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
418,300,20,24,24,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,6,998, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
419,300,20,24,24,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,6,1337, ,-9,120,,-9,-9,-9,-9,2,-9,216,-9,-9,-9,-9,,,,,,-9,-9
420,301,73,86,86,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,2600, ,120,120,29,-9,-9,-9,-9,2,500,-9,-9,-9,-9,-9,,,,,,-9,-9
421,302,73,78,78,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,2286, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
422,302,75,79,79,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,3,2511, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
423,302,73,82,82,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,2172, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
424,302,75,90,90,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,3,1794, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
425,302,69,80,80,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,2274, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
426,302,70,80,80,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,3,2100, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
427,302,75,85,85,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,1868, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
428,302,70,80,80,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,1698, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
429,302,70,80,80,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,3,2052, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
430,302,75,85,85,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,1602, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
431,302,75,85,85,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,3,1221, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
432,302,70,80,80,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,1535, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
433,302,70,80,80,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,3,2704, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
434,302,65,75,75,TTB_DEF,TTB_DEF_>=120_1_120,TTB,>=120,1,120,DEF,604,2,1406, ,-9,120,,-9,-9,-9,-9,2,-9,240,-9,-9,-9,-9,,,,,,-9,-9
435,303,4,16,16,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,11,460, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,4,50,1.5,200,,,-9,-9
436,304,6,9,9,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,7,588, ,153,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,3,60,1,180,,,-9,-9
437,305,3,6,6,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,7,178, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,75,50,2,3750,,,-9,-9
438,305,11,15,15,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,5,146, ,160,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,30,50,2,1500,,,-9,-9
439,306,2,6,6,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,6,419, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,90,50,1.5,4500,,,-9,-9
440,307,19,23,23,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,7,448, ,155,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,2,62.5,1.5,125,,,-9,-9
441,308,19,22,22,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,7,632, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,1.8,1000,,,-9,-9
442,309,14,19,19,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,7,396, ,160,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,30,50,1.5,1500,,,-9,-9
443,310,11,11,11,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,3,11, ,200,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,65,2,650,,,-9,-9
444,311,11,13,13,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,5,61, ,200,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,65,2,1300,,,-9,-9
445,312,7,7,7,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,800,INNENSTEERT,60,-9,STANDARD,-9,-9,-9,,,-9,-9,-9,-9,-9,50,25,5,1250,,,-9,-9
446,313,22,26,95,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,6, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
447,314,22,29,106,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,7, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
448,315,22,26,86,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,7, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
449,316,73,73,112,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,9, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
450,317,20,26,102,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,7, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
451,318,64,-9,121,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,8, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
452,319,18,26,93,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,6, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
453,320,-9,-9,-9,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,7, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
454,321,16,22,150,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,8, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
455,322,18,29,146,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,8, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
456,323,20,27,132,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,8, ,-9,-9, ,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
457,324,20,30,30,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,5,262, ,-9,120, ,100,-9,-9,-9,2.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
458,325,17,20,20,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,7,300, ,-9,120, ,100,-9,-9,-9,12,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
459,326,20,30,30,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,3,1050, ,-9,120, ,12,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
460,327,20,27,27,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,407,8,202, ,105,120, ,100,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
461,328,20,24,24,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,407,10,300, ,-9,90, ,100,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
462,329,17,23,23,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,407,10,2231, ,-9,120, ,-9,-9,-9,-9,1.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
463,330,20,30,30,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,9,258, ,-9,90, ,100,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
464,331,5,10,30,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,732,3,51500, ,-9,32, ,100,-9,-9,-9,10,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
465,332,10,18,18,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,108, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,-9,-9,2,,,,-9,-9
466,333,17,20,23,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,2,166, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,40,40,3,1600,,,-9,-9
467,334,8,10,10,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,2,14, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,45,2.3,450,,,-9,-9
468,334,9,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,2,86, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,45,2.3,450,,,-9,-9
469,334,9,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,4,49, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,45,2.3,450,,,-9,-9
470,334,9,10,12,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,2,98, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,45,2.3,450,,,-9,-9
471,334,9,10,12,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,2,73, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,45,2.3,450,,,-9,-9
472,334,9,10,12,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,2,97, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,45,2.3,450,,,-9,-9
473,334,5,7,7,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,2,144, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,45,2.3,450,,,-9,-9
474,335,10,13,13,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,181,3,940, ,138,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,60,50,2.1,3000,,,-9,-9
475,336,-9,-9,14,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,60,,56,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,30,20,5.5,600,,,-9,-9
476,337,-9,-9,90,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,50000, ,-9,16, ,100,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
477,338,20,40,90,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,60000, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
478,339,55,61,83,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,160000, ,-9,16, ,100,-9,-9,-9,55,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
479,340,70,130,130,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,145000, ,-9,16, ,100,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
480,341,50,50,140,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,150000, ,-9,16, ,100,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
481,342,10,20,120,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,60000, ,-9,16, ,100,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
482,343,-9,-9,130,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,3,90050, ,-9,16, ,90,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
483,344,25,25,110,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,40000, ,-9,16, ,100,-9,-9,-9,60,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
484,345,30,30,80,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,65000, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
485,346,40,40,150,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,3,100000, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
486,347,40,50,130,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,3,50000, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
487,348,5,10,140,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,155000, ,-9,16, ,100,-9,-9,-9,55,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
488,349,-9,-9,150,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,30000, ,-9,16, ,90,-9,-9,-9,90,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
489,350,-9,-9,180,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,45000, ,-9,16, ,100,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
490,351,70,70,150,OTB_SPF,OTB_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,60000, ,-9,16, ,80,-9,-9,-9,40,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
491,352,45,45,85,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,20050, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
492,353,-9,-9,120,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,4, ,-9,16, ,90,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
493,354,70,85,85,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,55015, ,-9,16, ,90,-9,-9,-9,40,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
494,355,70,70,125,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,90010, ,-9,16, ,110,-9,-9,-9,55,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
495,356,50,50,90,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,130100, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
496,357,40,50,100,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,100020, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
497,358,50,50,120,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,190023, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
498,359,40,50,100,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,3,61500, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
499,360,40,50,100,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,2,105000, ,-9,16, ,110,-9,-9,-9,50,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
500,361,-9,-9,70,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,3,180000, ,-9,16,,90,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
501,362,49,55,128,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,130000, ,-9,16, ,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
502,363,51,64,155,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,90000, ,-9,16, ,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
503,364,-9,-9,97,OTM_SPF,OTM_SPF_16-31_0_0,OTM,16-31,0,0,SPF,732,1,80000, ,-9,16, ,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
